X,Y,portid,portname,country,ISO3,continent,fullname,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,LOCODE,pageid,countrynoaccents,ObjectId
2799348.481,4210760.514,port500,Heraklion,Greece,GRC,Europe,"Heraklion, Greece",35.34423683,25.14697526,409,41,77,71,0,219,Mineral Products,Vegetable Products,Metals,1.32,0.13,,7edab7aaff7842988e35f210ccfe1323,Greece,704
11232135.69,1469871.705,port1197,Laem Chabang,Thailand,THA,Asia & Pacific,"Laem Chabang, Thailand",13.0887337,100.8999916,4566,3449,103,351,448,214,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",25.79,53.6,TH SRI,87caad5c7a9e4913917ec957cf8f64ff,Thailand,705
-5416790.681,-167075.1745,port140,Belem,Brazil,BRA,South America,"Belem, Brazil",-1.500690215,-48.6598586,317,0,62,8,0,246,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.33,0.24,BR BEL,ab301aa92b0d45729b3a35195b892113,Brazil,706
-9165347.424,2647465.429,port86,La Habana,Cuba,CUB,North America,"La Habana, Cuba",23.12766955,-82.33371675,224,1,93,61,4,64,Vegetable Products,Chemical & Allied Industries,Mineral Products,21.65,6.71,,7d98184571214966a6d9bb128de73d64,Cuba,707
-4566317.082,-2493604.144,port166,Brasil Port,Brazil,BRA,South America,"Brasil Port, Brazil",-21.85065621,-41.01992427,116,0,38,19,0,58,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.75,0.05,,34ffd09ec6814cdc8e06dea0e3f9fa25,Brazil,708
10988053.72,422046.302,port139,Belawan,Indonesia,IDN,Asia & Pacific,"Belawan, Indonesia",3.78854271,98.70736598,1199,407,210,232,71,278,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,2.55,2.04,,9c9acb3a51d444ab9680459439b9189d,Indonesia,709
2727317.594,5005582.419,port552,Kavala,Greece,GRC,Europe,"Kavala, Greece",40.95415861,24.49991079,380,7,32,256,0,83,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.26,1.69,GR KVA,54c2b53a2598456d9351230e9b21da3f,Greece,710
-9077277.042,2639627.992,port718,Matanzas,Cuba,CUB,North America,"Matanzas, Cuba",23.06290735,-81.54256705,127,0,6,2,0,118,Prepared Foodstuffs & Beverages,Vegetable Products,Animal & Animal Products,9.6,35.26,CU QMA,14eba3623d1d4dd8be8e432913de406e,Cuba,711
16348064.28,-5031442.863,port940,Bell Bay,Australia,AUS,Asia & Pacific,"Bell Bay, Australia",-41.12937261,146.8571601,153,22,80,31,0,19,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.89,0.08,AU PTD,c0c7c92138e34b8bb017844eddeb0baa,Australia,712
12841088.45,-964476.5014,port145,Benoa,Indonesia,IDN,Asia & Pacific,"Benoa, Indonesia",-8.631208267,115.3534602,318,0,6,36,0,275,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.02,0.02,ID BOA,138be4e62ad34a19924742fe8af0c1c2,Indonesia,713
-324327.0027,7176724.128,port462,Heysham,United Kingdom,GBR,Europe,"Heysham, United Kingdom",54.0346648,-2.913479036,256,0,0,256,0,0,Prepared Foodstuffs & Beverages,Animal & Animal Products,Vegetable Products,0.06,0.11,GB HYM,f7ee6e3fa65c4124ba4c6be14573ef90,United Kingdom,714
2155036.747,10824020.66,port708,Markenes,Norway,NOR,Europe,"Markenes, Norway",69.23450096,19.35902448,311,21,0,233,0,55,Mineral Products,Prepared Foodstuffs & Beverages,Metals,0.73,0.1,,3817bd62a1294f6885e93cd017d12930,Norway,715
-7907710.444,5217646.981,port159,Boston,United States,USA,North America,"Boston, United States",42.37717521,-71.03617154,437,135,51,10,45,195,Chemical & Allied Industries,Mineral Products,"Plastics, Rubber, Leather",1,0.12,US BOS,583d158755a04ef0933fa070f66e6d42,United States,716
1735122.699,10260193.5,port630,Lakselv,Norway,NOR,Europe,"Lakselv, Norway",67.36277744,15.5868724,203,59,18,125,0,0,Mineral Products,Wood & Wood Products,Prepared Foodstuffs & Beverages,1.32,0.09,,f820438356434d59970cad8425ad2171,Norway,717
-8884456.679,5353450.154,port447,Hamilton,Canada,CAN,North America,"Hamilton, Canada",43.27190232,-79.81043226,513,12,383,55,0,61,Mineral Products,Chemical & Allied Industries,Vegetable Products,3.77,0.56,CA HAM,3d9d11d85dd64091ae26563effabe6ae,Canada,718
1372257.442,5673802.595,port1006,Malamocco,Italy,ITA,Europe,"Malamocco, Italy",45.33112972,12.32719834,901,356,37,212,19,275,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",2.06,1.5,,53267ad7d44949478990526b64e87df3,Italy,719
2568590.163,4568300.243,port845,Agioi Oil Terminal,Greece,GRC,Europe,"Agioi Oil Terminal, Greece",37.9212018,23.07403802,1429,0,0,0,0,1429,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",21.27,21.28,,9249c5b22fd64cdb90f5187b67878860,Greece,720
13934625.26,160355.2882,port151,Bitung,Indonesia,IDN,Asia & Pacific,"Bitung, Indonesia",1.440344333,125.1768685,918,309,39,79,0,490,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.58,0.44,,0ee4aff14808428aa00f682c7456acb8,Indonesia,721
-6011306.262,6071780.523,port256,Whiffen Head,Canada,CAN,North America,"Whiffen Head, Canada",47.78874083,-54.00048293,324,0,0,0,0,323,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",2.6,5.61,,37c594a347304d8c904176d3e45bd239,Canada,722
-392062.3586,4400334.652,port772,Motril,Spain,ESP,Europe,"Motril, Spain",36.7213301,-3.521956091,274,10,15,151,0,96,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.6,0.35,ES MOT,dcb8b8226d6a4e278ec5e0f1cd22a5ba,Spain,723
-14509133.05,7220825.493,port1021,Prince Rupert,Canada,CAN,North America,"Prince Rupert, Canada",54.26668285,-130.3377598,523,180,278,5,0,58,Mineral Products,Chemical & Allied Industries,Vegetable Products,4.58,9.98,CA PRR,327290ae1f034420bef5b38939d919be,Canada,724
10805306.39,583116.1808,port152,Blanglancang,Indonesia,IDN,Asia & Pacific,"Blanglancang, Indonesia",5.230939806,97.06571881,68,11,38,9,0,9,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.02,0.02,,17a4f9d064cc4401bdf3614dee77cabc,Indonesia,725
11195542.93,806831.5964,port1211,Songkhla,Thailand,THA,Asia & Pacific,"Songkhla, Thailand",7.228638224,100.5712733,449,88,22,5,0,332,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,0.41,0.8,,f100ef03aa6b48ed8c217899413d0587,Thailand,726
-13040764.11,3853618.321,port1140,San Diego,United States,USA,North America,"San Diego, United States",32.68538625,-117.1471772,294,57,19,58,156,2,Mineral Products,Vegetable Products,Wood & Wood Products,0.31,0.06,US SAN,f0de28f0e19243c28bc2cd52315f37b3,United States,727
2678787.037,4632554.704,port859,Ormos Aliveriou,Greece,GRC,Europe,"Ormos Aliveriou, Greece",38.37512451,24.06395338,124,0,42,81,0,0,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.21,1.16,,a8df8b406fd64f7b80b41e6902a08dd3,Greece,728
-8338823.597,2350487.415,port223,Moa,Cuba,CUB,North America,"Moa, Cuba",20.65247128,-74.90892689,94,3,3,36,0,50,Vegetable Products,Chemical & Allied Industries,Stone & Glass,6.9,3.25,CU MOA,75b49f922b7c4918802358bcfef5031d,Cuba,729
13079212.77,10785.36733,port156,Bontang LNG Terminal,Indonesia,IDN,Asia & Pacific,"Bontang LNG Terminal, Indonesia",0.096886557,117.4925674,781,40,227,188,0,325,Mineral Products,Chemical & Allied Industries,Metals,0.42,7.74,,803618f6d0984b6dbd0e247ca14b1d16,Indonesia,730
-25188.93633,7102623.272,port493,Immingham,United Kingdom,GBR,Europe,"Immingham, United Kingdom",53.64188521,-0.226276065,6368,1043,275,2943,189,1917,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,14.89,9.56,GB IMM,ea50a981fd9642a3a7d863c0cc7dff8a,United Kingdom,731
2418722.927,4613511.488,port889,Patras,Greece,GRC,Europe,"Patras, Greece",38.24088918,21.72775773,372,0,3,273,0,94,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.75,0.72,,8e38226758f94037b61e578e8b977260,Greece,732
12138147.51,-860887.3582,port245,Cilacap,Indonesia,IDN,Asia & Pacific,"Cilacap, Indonesia",-7.710107441,109.0388343,812,0,139,9,0,663,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,2.3,1.56,,3c45d0ccffdd4b9b937a2f1713dd0b58,Indonesia,733
952911.9212,4846220.797,port1007,Oristano,Italy,ITA,Europe,"Oristano, Italy",39.8641519,8.560153432,143,7,22,97,0,15,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,0.32,0.33,,bb6d9acf83954a27891f1661b3002356,Italy,734
16183855.72,-4990511.429,port962,Port Latta,Australia,AUS,Asia & Pacific,"Port Latta, Australia",-40.85183205,145.3820495,39,0,39,0,0,0,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.01,0.15,AU PLA,af287ee202a6427bb5f2fd6888cdbc23,Australia,735
2627557.071,4572710.2,port908,Piraeus,Greece,GRC,Europe,"Piraeus, Greece",37.95244597,23.60374677,5504,2964,159,680,412,1287,Mineral Products,Vegetable Products,Chemical & Allied Industries,42.19,45.47,,a90bda3dce1a457385de807d7dfa5373,Greece,736
12088351.64,-751571.2918,port246,Cirebon,Indonesia,IDN,Asia & Pacific,"Cirebon, Indonesia",-6.73590951,108.5915104,233,2,21,116,0,93,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.26,0.03,,79b25a6d17134cbe88d625e735977993,Indonesia,737
-8145208.265,5037308.229,port170,Bridgeport,United States,USA,North America,"Bridgeport, United States",41.16904771,-73.16965077,4,0,0,0,0,4,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.01,0,US BDR,5a8451ea153f4f35add7f5691b2b163b,United States,738
13339291.58,-82937.65816,port297,Donggala,Indonesia,IDN,Asia & Pacific,"Donggala, Indonesia",-0.745020664,119.8288951,388,152,13,126,0,96,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.18,0.03,,587a5a5b1d144677a28f8be661908d16,Indonesia,739
-339074.8517,5364067.86,port1038,Bilbao,Spain,ESP,Europe,"Bilbao, Spain",43.34131008,-3.045961217,2408,642,179,838,0,748,Mineral Products,Chemical & Allied Industries,Metals,7.86,5.21,,8ef21b0fc1f545568f60c4af1b72f571,Spain,740
11289891.79,191207.4475,port309,Dumai,Indonesia,IDN,Asia & Pacific,"Dumai, Indonesia",1.717388504,101.4188235,2482,23,190,248,6,2015,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,2.48,11.58,,7d5b72e3984a4d18a204ec2664594d84,Indonesia,741
-8597154.833,2458030.86,port835,Nuevitas Bay,Cuba,CUB,North America,"Nuevitas Bay, Cuba",21.55374735,-77.22955586,92,0,9,15,0,67,Vegetable Products,Stone & Glass,Prepared Foodstuffs & Beverages,5.78,3.91,,f84b220774944e21ad18603ce2cb8391,Cuba,742
11061430.28,1025847.072,port1288,Thathong,Thailand,THA,Asia & Pacific,"Thathong, Thailand",9.17586433,99.36651889,561,34,7,67,0,452,Machinery & Electrical Equipment,Mineral Products,Vehicles & Equipment,0.17,0.06,,22dac2e190c84583b4abce8f794a505b,Thailand,743
13542447.41,-989175.8233,port325,Ende,Indonesia,IDN,Asia & Pacific,"Ende, Indonesia",-8.850508971,121.6538749,121,6,0,39,12,63,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.01,0,,53ce7e2250f74f6cbbf96b148edf3960,Indonesia,744
-13788669.24,6298826.956,port455,Harmac,Canada,CAN,North America,"Harmac, Canada",49.14104031,-123.8657233,253,16,47,172,17,0,Wood & Wood Products,Vegetable Products,Mineral Products,0.11,0.54,,b112705d86634b699f1dd69563f891bd,Canada,745
129331.9311,6806822.154,port498,Ipswich,United Kingdom,GBR,Europe,"Ipswich, United Kingdom",52.03702132,1.161808504,512,45,4,440,0,22,Vegetable Products,Mineral Products,Wood & Wood Products,0.58,0.63,GB IPS,bd55af2b447d4b8d8b14038d91dfb7b5,United Kingdom,746
13699521.32,56219.61525,port407,Gorontalo,Indonesia,IDN,Asia & Pacific,"Gorontalo, Indonesia",0.505022857,123.0648939,162,50,0,39,0,71,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.02,0.01,,1a03fb7c72014bd997ce77a26bed78ea,Indonesia,747
1573889.2,9961833.847,port753,Mo i Rana,Norway,NOR,Europe,"Mo i Rana, Norway",66.3086432,14.13848724,685,69,56,522,0,36,Mineral Products,Metals,Chemical & Allied Industries,2.62,1.79,,db1f83a0a4054647a42627ac7e24c07e,Norway,748
1488093.801,4597836.541,port1008,Palermo,Italy,ITA,Europe,"Palermo, Italy",38.1302104,13.36777406,452,136,2,196,0,117,Mineral Products,Wood & Wood Products,Vegetable Products,0.28,0.24,,4e4890d9550f421fb8caa5139927c849,Italy,749
12539498.88,-796938.8844,port420,Gresik,Indonesia,IDN,Asia & Pacific,"Gresik, Indonesia",-7.140468238,112.644235,4717,1645,317,1308,115,1331,Mineral Products,Metals,Vegetable Products,7.96,4.07,,46e4c403c81249ac9b6284443f6786ff,Indonesia,750
-13624067.58,4544899.892,port1141,San Francisco,United States,USA,North America,"San Francisco, United States",37.75519022,-122.3870814,75,3,17,5,30,18,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.12,0.06,,a617e96a4d644b8d99d017b7f3ba8e01,United States,751
-10840466.39,2993952.156,port177,Brownsville,United States,USA,North America,"Brownsville, United States",25.95858285,-97.38156647,223,2,127,45,0,47,Mineral Products,Metals,Chemical & Allied Industries,0.79,0.1,US BV8,e0dd386c93584280a810c1117f78b5c1,United States,752
-212367.1267,4434846.552,port1039,Carboneras,Spain,ESP,Europe,"Carboneras, Spain",36.9694298,-1.907726358,141,2,58,70,0,9,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.19,0.81,,c8706955b85241ad9840f64c59bcc684,Spain,753
-202363.248,4464549.053,port1041,Garrucha,Spain,ESP,Europe,"Garrucha, Spain",37.18231033,-1.817859986,298,14,153,130,0,0,Vegetable Products,Mineral Products,Chemical & Allied Industries,0.02,4.37,,8f0d5c3e2dc04af7a1f225c4a1fc25c6,Spain,754
-1845026.125,1510554.016,port113,Banjul,The Gambia,GMB,Africa,"Banjul, The Gambia",13.44443552,-16.57415168,218,101,50,34,0,31,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,100,100,GM BJL,9ac32f24caa64e9ead4cb7bac3f31f1f,The Gambia,755
-471127.9221,7861003.974,port507,Inverness,United Kingdom,GBR,Europe,"Inverness, United Kingdom",57.49032353,-4.232214132,125,4,0,79,0,41,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.07,0.05,,9a3c453593174feca8784569bef7f103,United Kingdom,756
930620.838,4987836.514,port1011,Porto Torres,Italy,ITA,Europe,"Porto Torres, Italy",40.83365381,8.359909225,178,43,23,60,0,50,Mineral Products,Metals,Vegetable Products,0.99,0.34,IT PTO,a8cf2edfe5074c42bd2f5252a1a415ea,Italy,757
-9074729.14,3649884.522,port180,Brunswick,United States,USA,North America,"Brunswick, United States",31.13185217,-81.51967886,440,1,32,60,345,1,Vehicles & Equipment,Vegetable Products,Wood & Wood Products,0.28,0.14,US SSI,602a7f7737b94a37b5e0fdea0a2884ae,United States,758
1099067.092,4475400.294,port115,Bizerta,Tunisia,TUN,Africa,"Bizerta, Tunisia",37.25993301,9.873087666,376,74,62,131,0,109,Mineral Products,Chemical & Allied Industries,Vegetable Products,23.47,8.29,,8aac4e80253a48ccad8525f782665408,Tunisia,759
-212416.2609,5360637.434,port1044,Pasajes,Spain,ESP,Europe,"Pasajes, Spain",43.31889411,-1.908167738,882,52,16,613,201,0,Mineral Products,Vegetable Products,Vehicles & Equipment,0.86,0.88,,d32ed0bd9fb1454498119a26a76f0ae5,Spain,760
43685.25983,6939590.825,port571,King's Lynn,United Kingdom,GBR,Europe,"King's Lynn, United Kingdom",52.76469449,0.392431366,193,16,0,177,0,0,Mineral Products,Vegetable Products,Wood & Wood Products,0.08,0.26,GB KLN,09344d3fbb524ba8b62a6f87e861a114,United Kingdom,761
-9730449.474,5107371.145,port185,Buffington,United States,USA,North America,"Buffington, United States",41.64111669,-87.41011484,40,0,40,0,0,0,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.02,0,,411002e970be4ebf89572be84396ebcd,United States,762
1123095.627,4017906.213,port371,Gabes,Tunisia,TUN,Africa,"Gabes, Tunisia",33.91881609,10.08893967,282,7,76,146,0,52,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,11.99,16.14,TN GAE,9cab9ad679cc48ed8618e6f391fd472f,Tunisia,763
-1542466.867,3311527.921,port1046,Puerto Del Rosario,Spain,ESP,Europe,"Puerto Del Rosario, Spain",28.49501101,-13.85621562,295,153,14,7,0,120,Prepared Foodstuffs & Beverages,Vegetable Products,Mineral Products,0.27,0.03,,d754942da5534e51aad5a34efe92bc97,Spain,764
-29364.38661,7121174.878,port573,Hull,United Kingdom,GBR,Europe,"Hull, United Kingdom",53.74056585,-0.263784773,1953,665,71,806,0,409,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,2.61,1.35,,808ae2796ca8445fb304aa40703439ab,United Kingdom,765
-9700521.83,5106097.309,port195,Burns Harbor,United States,USA,North America,"Burns Harbor, United States",41.63256448,-87.14127024,193,2,177,13,0,0,Mineral Products,Chemical & Allied Industries,Metals,0.18,0.01,US BNB,38441ac747d54853bc6e9deea03f0819,United States,766
15125001.46,-4126165.779,port964,Port Lincoln,Australia,AUS,Asia & Pacific,"Port Lincoln, Australia",-34.72199883,135.8701998,77,0,64,3,0,8,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,0.18,0.12,AU PLO,199590147a3643e382008081f6fe8edc,Australia,767
13599806.77,-314233.5325,port496,Indonesia Morowali Industrial Park,Indonesia,IDN,Asia & Pacific,"Indonesia Morowali Industrial Park, Indonesia",-2.821666592,122.1691428,440,9,156,216,0,58,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,1.7,1.72,,9e8a06826ff94da6b6a8369512a2255e,Indonesia,768
-8444294.666,2274669.433,port1156,Santiago De Cuba,Cuba,CUB,North America,"Santiago De Cuba, Cuba",20.01383068,-75.85638962,228,49,52,50,0,76,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,14.36,10.65,,b5cd558842954b52a546be71e95ebe5a,Cuba,769
1199120.484,4126919.737,port733,Sfax,Tunisia,TUN,Africa,"Sfax, Tunisia",34.72756548,10.77188258,442,104,118,200,0,18,Vegetable Products,Prepared Foodstuffs & Beverages,Metals,21.87,15.89,TN SFA,57952bf2635f4934ab52277249cde75b,Tunisia,770
-7887587.052,6167769.878,port615,La Baie (Port Alfred),Canada,CAN,North America,"La Baie (Port Alfred), Canada",48.3648556,-70.85540004,191,1,128,46,0,16,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,5.56,0.17,,689c26d3dc7a469ca36ef208f512647e,Canada,771
11900664.44,-680396.3293,port514,Tanjung Priok,Indonesia,IDN,Asia & Pacific,"Tanjung Priok, Indonesia",-6.100544627,106.9054876,9160,4395,620,2370,541,1232,Mineral Products,Metals,Vegetable Products,27.34,7.01,,8f01b804b0024036b38c1160b6a0a443,Indonesia,772
-353352.8157,7555015.769,port639,Leith,United Kingdom,GBR,Europe,"Leith, United Kingdom",55.98291752,-3.17422235,137,9,5,117,0,4,Mineral Products,Wood & Wood Products,Vegetable Products,0.23,0.17,GB LEI,8f2c8487ab22449fbf5507e21eb4b2e5,United Kingdom,773
561522.4272,8585005.422,port760,Mongstad,Norway,NOR,Europe,"Mongstad, Norway",60.82173558,5.044241787,1814,33,68,571,0,1141,Mineral Products,Chemical & Allied Industries,Metals,14.57,35.97,NO MON,cfe12437ca734bb898db343be8a7db0f,Norway,774
-9734713.516,5111274.481,port495,Indiana Harbor,United States,USA,North America,"Indiana Harbor, United States",41.66731564,-87.44841938,182,0,182,0,0,0,Mineral Products,Chemical & Allied Industries,Metals,0.25,0.04,,efda54b9aa384e389da475d8d341da28,United States,775
-24854.52579,4814460.477,port1120,Sagunto,Spain,ESP,Europe,"Sagunto, Spain",39.64480991,-0.223272004,1064,216,72,575,118,82,Mineral Products,Metals,Chemical & Allied Industries,1.75,0.83,ES SAG,04e0dc9a12884daaaa1460ee114ca7c0,Spain,776
-9209442.978,5080179.787,port1149,Sandusky,United States,USA,North America,"Sandusky, United States",41.45831439,-82.72983385,210,0,204,5,0,0,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.05,0.08,,2628d573d47c434f930e1b482a065b33,United States,777
15664785.95,-282341.7968,port516,Jayapura,Indonesia,IDN,Asia & Pacific,"Jayapura, Indonesia",-2.535491567,140.7191664,254,110,2,17,0,123,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.21,0,,39cc3cf75cd64ecfbb59b38bf0d1d512,Indonesia,778
-9746970.705,5113567.531,port209,Calumet Harbor,United States,USA,North America,"Calumet Harbor, United States",41.68270148,-87.55852758,116,18,87,9,0,1,Mineral Products,Chemical & Allied Industries,Metals,0.12,0,,c0ce9ccbfc914446bf3e8decb3b16e81,United States,779
15363146.84,-3917496.545,port974,Port Pirie,Australia,AUS,Asia & Pacific,"Port Pirie, Australia",-33.16703826,138.0094962,75,0,30,31,0,12,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.27,0.01,AU PPI,17a283e631d54a188bbf114df64bb63e,Australia,780
14585796.7,-146281.2745,port549,Kasim Terminal,Indonesia,IDN,Asia & Pacific,"Kasim Terminal, Indonesia",-1.313951861,131.0264411,4,0,0,0,0,4,Metals,Mineral Products,Wood & Wood Products,0,0,,da0bc5fb625644a2960403dbbcf56563,Indonesia,781
1129289.647,4074189.296,port1206,Skhira,Tunisia,TUN,Africa,"Skhira, Tunisia",34.33734226,10.1445815,92,0,0,0,0,92,Mineral Products,Prepared Foodstuffs & Beverages,Machinery & Electrical Equipment,4.83,19.04,,9a1178d818f94ec280afb81ab2845faa,Tunisia,782
-8885561.378,1049969.641,port87,Bahia De Las Minas,Panama,PAN,North America,"Bahia De Las Minas, Panama",9.389723107,-79.82035594,299,0,17,20,0,260,Mineral Products,Chemical & Allied Industries,Vegetable Products,4.48,0.86,,13bb3dfa1c0b4d4dae2e6cf91901b6e7,Panama,783
13648271,-443278.1462,port558,Kendari,Indonesia,IDN,Asia & Pacific,"Kendari, Indonesia",-3.978833534,122.6045044,399,116,1,105,1,175,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.14,0.02,ID KDI,4c2a7c6777384775a34f6e7653548b17,Indonesia,784
12938599.05,-361440.8101,port595,Kota Baru,Indonesia,IDN,Asia & Pacific,"Kota Baru, Indonesia",-3.245141628,116.2294128,370,2,35,2,4,325,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.29,0.8,,ff27cef11bc842b6ad97ee9a942431a2,Indonesia,785
13751097.31,-1141119.466,port609,Kupang,Indonesia,IDN,Asia & Pacific,"Kupang, Indonesia",-10.19659728,123.5282089,363,101,7,147,0,107,Mineral Products,Prepared Foodstuffs & Beverages,Metals,0.14,0.01,,5707f6f8e0504f8aab7b2ad954a92e4d,Indonesia,786
14819825.48,-271676.7838,port614,LNG Tangguh,Indonesia,IDN,Asia & Pacific,"LNG Tangguh, Indonesia",-2.439776422,133.1287574,203,1,8,35,0,158,Mineral Products,Chemical & Allied Industries,Metals,0.07,1.61,,4e5e76907d724d9fb5b0bd58f1ae3e0d,Indonesia,787
10602549.28,607833.2785,port625,Lafarge,Indonesia,IDN,Asia & Pacific,"Lafarge, Indonesia",5.452012951,95.24432071,49,0,49,0,0,0,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0,0.02,,d750b51a48db4236b820d266b3ce4744,Indonesia,788
13090441.98,366054.3533,port651,Lingkas,Indonesia,IDN,Asia & Pacific,"Lingkas, Indonesia",3.286518484,117.5934411,145,53,0,34,0,57,Mineral Products,Metals,Chemical & Allied Industries,0.04,0.04,,60c982ca194046dcaa73fd352e3fa116,Indonesia,789
14922733.28,-101899.2995,port696,Manokwari Road,Indonesia,IDN,Asia & Pacific,"Manokwari Road, Indonesia",-0.915338044,134.0531939,343,109,25,84,0,123,Prepared Foodstuffs & Beverages,Mineral Products,Vegetable Products,0.41,0.24,,09f09a733ac84038bee9f9c192af8173,Indonesia,790
13607830.02,-963755.5984,port722,Maumere,Indonesia,IDN,Asia & Pacific,"Maumere, Indonesia",-8.624805573,122.2412169,250,8,0,66,13,162,Mineral Products,Metals,Chemical & Allied Industries,0.05,0.02,,bf4bc1cd3f7347598c6980188c5ca31a,Indonesia,791
11810554.93,-662040.6773,port731,Merak Mas Terminal,Indonesia,IDN,Asia & Pacific,"Merak Mas Terminal, Indonesia",-5.93656194,106.0960201,695,29,114,139,2,410,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,1.13,0.95,,644136309bd9472a849d4555d2762b3b,Indonesia,792
15628413.22,-947084.2175,port732,Merauke,Indonesia,IDN,Asia & Pacific,"Merauke, Indonesia",-8.476708723,140.3924246,191,94,0,8,0,88,Prepared Foodstuffs & Beverages,Mineral Products,Vegetable Products,0,0,,6ea2911cd96d49e789e69f24e6ad623e,Indonesia,793
13302688.11,-536743.1311,port869,PLTU Semen Tonasa,Indonesia,IDN,Asia & Pacific,"PLTU Semen Tonasa, Indonesia",-4.815964628,119.5000805,290,0,244,41,0,4,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.02,0.88,,04297f34d9304c00876745ea887c2653,Indonesia,794
11669085.59,-332568.3531,port875,Palembang,Indonesia,IDN,Asia & Pacific,"Palembang, Indonesia",-2.986159534,104.8251794,1547,122,252,396,15,760,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.45,0.73,,6bb3ea47f35041c7b2eb280422b1320d,Indonesia,795
11725301.08,-612418.3455,port881,Panjang,Indonesia,IDN,Asia & Pacific,"Panjang, Indonesia",-5.493013574,105.3301717,2054,177,733,295,1,847,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,2.31,8.5,ID PNJ,4f7c72990d2e4b1b8141e951dc92f941,Indonesia,796
13316706.04,-445974.5567,port886,Parepare,Indonesia,IDN,Asia & Pacific,"Parepare, Indonesia",-4.002997065,119.6260057,102,0,1,16,0,85,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.02,0.01,,2b0ad810d54140ee9418eabf6788d83d,Indonesia,797
12734677.26,-909317.6975,port893,Pelabuhan Tanjung Wangi,Indonesia,IDN,Asia & Pacific,"Pelabuhan Tanjung Wangi, Indonesia",-8.141007884,114.3975522,370,0,52,17,0,300,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.35,0.05,,2f207f0d6e64499d8a795b05ad6c3b12,Indonesia,798
11827299.77,-775953.4064,port894,PelabuhanRatuCoalPowerPlant,Indonesia,IDN,Asia & Pacific,"PelabuhanRatuCoalPowerPlant, Indonesia",-6.953376613,106.2464415,193,0,144,48,0,0,Prepared Foodstuffs & Beverages,Mineral Products,Vegetable Products,0.17,1.55,,7739f3c621514d87be5b42d858ab4bff,Indonesia,799
